x y z yaw
0.589615 0.0739411 -0.0194585 0.03479
0.589256 0.0737255 -0.0198463 0.0347902
0.588844 0.073477 -0.0202951 0.0347916
0.588504 0.0732704 -0.0206691 0.0348012
0.588152 0.0730559 -0.0210574 0.0347887
0.587738 0.072803 -0.0215147 0.0347707
0.587397 0.072594 -0.0218927 0.0347822
0.587052 0.0723813 -0.0222774 0.0347843
0.591983 0.0710335 -0.018831 0.0354705
0.592177 0.0707436 -0.0188093 0.0354772
0.592379 0.0704425 -0.018788 0.0354696
0.59262 0.0700871 -0.0187639 0.0354607
0.592817 0.0697965 -0.0187449 0.0354628
0.593019 0.0694994 -0.0187273 0.0354784
0.593261 0.069145 -0.0187111 0.0354913
0.593458 0.0688561 -0.0187008 0.0355009
0.595429 0.06945 -0.0143804 0.0349869
0.595863 0.0692203 -0.0138527 0.0350068
0.596212 0.069035 -0.0134305 0.0350265
0.596574 0.0688432 -0.0129948 0.0350335
0.597006 0.0686149 -0.0124749 0.0350511
0.597353 0.0684316 -0.012057 0.0350616
0.597716 0.0682396 -0.0116207 0.0350648
0.598138 0.0680169 -0.0111168 0.0350605
0.598484 0.0678348 -0.0107051 0.0350456
0.59884 0.0676477 -0.010281 0.035042
0.573553 0.0742836 -0.0139908 0.0364302
0.571532 0.0747192 -0.0139117 0.0364248
0.569426 0.0751722 -0.0138296 0.0364425
0.566903 0.0757141 -0.0137331 0.036452
0.564915 0.0761408 -0.0136588 0.0364577
0.562807 0.0765934 -0.0135808 0.036457
0.560298 0.0771322 -0.0134883 0.036463
0.562728 0.087576 -0.0147912 0.0363187
0.561411 0.0889427 -0.0148617 0.0363006
0.559827 0.0905864 -0.0149467 0.0362754
0.558549 0.0919139 -0.0150165 0.0362728
0.557206 0.093311 -0.0150915 0.036272
0.555635 0.0949444 -0.0151802 0.0362585
0.554357 0.0962748 -0.0152535 0.0362587
0.553029 0.0976564 -0.0153302 0.0362444
0.551449 0.0992997 -0.0154217 0.0362446
0.591127 0.0630204 -0.0148206 0.0364876
0.593825 0.060709 -0.014831 0.0364685
0.597054 0.0579431 -0.014844 0.0364641
0.599653 0.0557156 -0.0148551 0.036455
0.602347 0.0534092 -0.0148678 0.0364581
0.605586 0.050636 -0.0148869 0.0364722
0.6082 0.0483978 -0.0149052 0.0364855
