dR dT
0.0306584 0.301646
0.0922261 0.419339
0.0838019 0.712119
0.0823698 0.244784
0.0782197 0.363319
0.0987617 0.535329
0.0495523 0.300069
0.0464104 0.144275
0.132577 0.829205
0.0375288 0.575865
0.0742007 0.602263
0.0272255 0.398663
0.0719015 0.731765
0.0380257 0.223498
0.068646 0.407784
0.0350252 0.504979
0.0243598 0.128939
0.0458801 0.3182
0.0652819 1.25175
0.0969713 1.15608
0.0197476 0.358809
0.0693832 0.818435
0.114734 0.399938
0.0851109 0.381333
0.0758493 0.497924
0.0901844 0.627753
0.0548225 0.473383
0.0755044 0.951994
0.0314095 0.59387
0.0320137 0.840814
0.0450811 0.435367
0.0463339 0.255815
0.125667 0.218186
0.149343 0.516831
0.0579779 0.307022
0.0824142 0.628571
0.0868614 0.667138
0.0348336 0.396161
0.00947929 0.369688
0.0435501 0.45239
0.0857134 0.749183
0.108108 0.687566
0.0711808 0.170137
0.0945838 1.36156
0.0900196 0.622819
0.05462 0.163377
0.0532945 0.646186
0.109321 0.341011
0.0846949 0.712457
0.206028 1.7757
0.152065 0.573259
0.0268321 0.499516
0.00987335 0.238774
0.049009 0.263388
0.0575551 0.237316
0.0344038 0.227046
0.00814049 0.918476
0.278774 0.320475
0.0102688 0.340776
0.0226358 0.32776
0.0450466 0.573943
0.0383543 0.300065
0.0653492 0.367814
0.0722153 0.640876
0.065939 1.77585
0.578799 2.0956
0.191013 1.16045
0.239404 0.944346
0.0787334 0.910475
0.20542 0.362359
0.279346 1.35003
0.171137 2.03905
0.291059 1.0218
0.133328 1.04815
0.103913 2.53526
0.193755 1.503
0.0925642 1.01747
0.181249 0.927083
0.018049 0.338305
0.0385789 0.158756
0.0335149 0.372638
0.10282 0.243414
0.0423897 0.470162
0.0558277 0.477615
0.135815 1.33792
0.0475653 0.232698
0.0208239 0.13687
0.0634157 0.620388
0.00953662 0.152737
0.0465502 0.28807
0.321699 0.779634
0.147901 1.11388
0.0288402 0.105652
0.0656825 0.3135
0.0360494 0.206175
0.0621532 0.12256
0.026595 0.147195
0.0328405 0.047273
0.0481461 0.107042
0.00207058 0.0121999
0.00874888 0.193724
0.0712837 0.450073
0.024075 0.165632
0.0899142 0.792378
0.0306641 0.366205
0.0162678 0.195031
0.0114416 0.134248
0.023526 0.334545
0.0164523 0.196464
0.0524343 0.0663973
0.0134481 0.105939
0.0257661 0.0383524
0.0158872 0.00496535
0.0891322 0.209696
0.034911 0.0416787
0.111461 1.30189
0.0574812 0.188968
0.169265 0.50548
0.0272704 0.402876
0.0460651 0.0499562
0.0452887 0.456497
0.116846 0.25357
0.0514812 0.523771
0.0642183 0.3347
0.0532072 0.521502
0.0424679 0.125555
0.0162678 0.0340523
0.0736663 0.0665653
0.0116529 0.0722908
0.0259264 0.029321
0.0336963 0.377577
0.0494223 0.443192
0.0103125 0.490787
0.0622707 0.312764
0.166327 0.685042
0.225031 0.657767
0.0142425 0.299662
0.0202936 0.230971
0.0396579 0.440709
0.0313419 0.348879
0.0205277 0.68739
0.0504193 0.563849
0.0628141 0.251013
0.0652469 0.595509
0.050194 0.552258
0.104017 0.52358
0.0936321 0.626912
0.064918 0.525111
0.0436873 0.464233
0.117209 0.947642
0.0387801 0.151487
0.19641 0.597047
0.0235576 0.224802
0.0544071 0.478364
0.106137 0.644743
0.129496 0.085814
0.0351219 0.709116
0.075137 0.832522
0.0548326 0.596088
0.0884789 0.308322
0.0275999 0.189303
0.0799353 0.973439
0.0488877 0.834924
0.0455069 0.71759
0.0435789 0.943164
0.049549 0.184944
0.13114 0.21221
0.0721291 0.263376
0.0418767 0.371353
0.0127553 0.0536513
0.0247283 0.233745
0.0902158 0.303158
0.037646 0.355536
0.0343923 0.175991
0.0266237 0.244229
0.0110909 0.0256735
0.060955 0.53118
0.0241599 0.245326
0.0890238 0.342854
0.0452292 0.385065
0.0642944 0.675673
0.0663587 0.377115
0.0196186 0.105337
0.0512725 0.797901
0.0261757 0.0859889
0.028812 0.263225
0.098552 0.349476
0.0213544 0.281442
0.0930279 0.550865
0.0130609 0.0456722
0.0706832 0.853981
0.0486922 0.162121
0.0209579 0.113376
0.0213576 0.0264748
0.0791529 0.628978
0.0599396 0.740441
0.0154745 0.103655
0.0207047 0.0355833
0.0388883 0.244545
0.0365777 0.226939
0.0385489 0.616718
0.0181026 0.370914
0.0348083 0.0717111
0.0299108 0.246791
0.0400097 0.178436
0.145592 1.12381
0.0362806 0.535199
0.0275874 0.178747
0.0368909 0.811677
0.0355036 1.61653
0.157685 0.513474
0.017704 0.667995
0.045383 0.673005
0.0433374 0.90933
0.0191866 0.229592
0.104209 0.57806
0.0432765 0.235253
0.056468 0.250238
0.165933 0.229005
0.146488 0.501699
0.145612 0.308292
0.0360134 0.213129
0.11633 0.50898
0.118895 0.179417
0.112607 0.484678
0.150077 0.545679
0.0383561 0.226507
0.0554293 0.522819
0.0708858 0.44842
0.0445078 0.564303
0.0817248 0.857389
0.016773 0.181531
0.0253794 0.183869
0.05272 0.854274
0.0357374 0.14517
0.0630784 0.156417
0.120032 0.169942
0.053478 0.119694
0.0719678 0.590717
0.105991 0.125478
0.0494015 0.294971
0.0130718 0.0773554
0.0034986 0.0685403
0.110326 0.385847
0.0811572 0.392688
0.0308298 0.493373
0.0671081 0.686381
0.0580327 0.458479
0.0870322 0.0274038
0.0688098 0.0515026
0.119666 0.586953
0.0517463 0.174192
0.0653058 0.444551
0.0274253 0.0593028
0.128314 1.20281
0.0833514 0.277878
0.0270766 0.170682
0.0249673 0.024827
0.0683886 0.693732
0.0659596 0.189076
0.0884777 0.295235
0.0853264 0.439748
0.119415 1.38203
0.0272812 0.411489
0.0257743 0.0411897
0.0490794 0.541575
0.0493371 0.525965
0.0579748 0.384793
0.024295 0.388306
0.0107225 0.150281
0.0492369 0.307306
0.0634692 0.156005
0.0271383 0.250452
0.00917782 0.125582
0.278688 0.515011
0.0552411 0.677282
0.0157269 0.0352104
0.0820825 0.292519
0.027605 0.425808
0.0591592 0.210299
0.0391956 0.0674498
0.0108335 0.131077
0.0321824 0.10945
0.0510796 0.24901
0.00464194 0.167212
0.0436572 0.0713868
0.0165242 0.0424634
0.0912353 0.845736
0.0588765 0.162783
0.0242192 0.0395603
0.0431703 0.1341
0.0214761 0.028206
0.0630663 0.506231
0.0474925 0.0520563
0.0366446 0.821649
0.122134 1.07956
0.204417 0.289513
0.30165 1.32615
0.0898748 0.618272
0.154889 0.843895
0.0545543 0.69878
0.203712 0.357447
0.0313734 0.242946
0.0298924 0.603916
0.0123094 0.148883
0.128603 0.344918
0.05205 0.459384
0.173497 0.256575
0.295338 0.883289
0.176761 0.339414
0.0821601 0.759757
0.04969 0.062405
0.0252947 0.245127
0.0529992 0.418623
0.0203264 0.631575
0.102047 1.10074
0.0635164 0.315608
0.104282 0.80418
0.0258396 0.0412123
0.116619 0.211245
0.0117721 0.626424
0.28537 0.428972
0.10761 1.55128
0.0309668 0.189728
0.0998701 0.695596
0.0182934 0.612613
0.0145463 0.0379678
0.121151 0.285396
0.138582 1.58955
0.196511 0.608504
0.0272864 0.139628
0.098357 0.86822
0.0675493 0.491396
0.161586 0.413103
0.0279 0.087613
0.0440883 0.172012
0.0491018 0.127198
0.199143 0.288606
0.108926 0.979468
0.0722102 0.215897
0.0572724 0.3831
0.245276 0.655014
0.237335 1.33577
0.13762 0.395203
0.0685139 0.32547
0.0402973 0.0686594
0.177816 0.623182
0.0412543 0.218898
0.0704998 1.22944
0.0975302 0.277353
0.0934306 0.41971
0.0487156 0.28287
0.0308867 0.975034
0.0810691 1.132
0.191166 0.471088
0.0561687 0.300276
0.0932807 0.413043
0.129393 0.366395
0.123252 0.520131
0.112161 0.895117
0.0521359 0.199602
0.0218798 0.253865
0.12395 0.215559
0.0692433 0.377557
0.0204246 0.206043
0.0556199 0.406318
0.0705404 0.142694
0.0521926 0.430257
0.0692449 1.04042
0.0640196 0.500623
0.0225955 0.135033
0.0625587 0.477707
0.0648862 0.545476
0.0867576 0.594296
0.130639 0.752116
0.0153256 0.13951
0.0753323 1.04066
0.095436 0.206611
0.068295 0.283457
0.0430442 0.258223
0.0323333 0.295354
0.203494 0.585099
0.0730428 0.510618
0.0588833 0.205881
0.0399115 0.19454
0.305356 2.09935
0.0547835 0.287567
0.0488417 0.398403
0.162498 1.28607
0.0453028 0.345011
0.026156 0.294177
0.0326002 0.263273
0.0513381 0.657836
0.100548 0.390137
0.070184 0.394127
0.0882809 1.11941
0.0518798 0.636109
0.0487623 0.295713
0.0932957 0.0727635
0.0372089 0.413559
0.0641406 0.70419
0.0378468 0.287103
0.0648998 0.237688
0.0282884 0.0691899
0.0957586 0.435545
0.0596738 0.822739
0.0558493 0.461974
0.0236044 0.365311
0.0142195 0.008652
0.107514 0.885188
0.0973293 0.849833
0.0453497 0.431818
0.0297318 0.195245
0.0343866 0.0716059
0.0259451 0.269518
0.0954843 0.371167
0.128803 0.960382
0.129366 1.59585
0.0176497 0.14314
0.0339424 0.0609062
0.0891956 0.335469
0.0889494 0.515876
0.0253716 0.297247
0.0453744 0.557533
0.0860593 0.627511
0.0600146 0.453458
0.114172 0.686397
0.0438648 0.126261
0.0437966 0.228931
0.034699 0.476386
0.0581215 0.603987
0.069992 0.813784
0.0369363 0.487557
0.0415416 0.388429
0.0560747 0.73206
0.042361 0.20839
0.00976278 0.0660583
0.0766703 0.667154
0.0483827 0.404387
0.0512955 0.304954
0.0284912 0.162968
0.0401254 0.26084
0.0183211 0.75399
0.0648829 0.443812
0.0632588 0.32731
0.0156366 0.32945
0.0201822 0.15096
0.102812 0.534062
0.0314513 0.486589
0.082559 0.363767
0.0438661 0.342894
0.108877 0.567022
0.0131578 0.174742
0.0304475 0.331205
0.225194 0.550614
0.0326921 0.0512947
0.0505852 0.699902
0.0703253 0.653929
0.0349291 0.365191
0.0875023 0.989509
0.0609933 1.04039
0.0587042 0.578297
0.154006 0.148747
0.0553938 0.692383
0.0387986 0.213122
0.0279204 0.0449468
0.0472281 0.628413
0.101764 0.283051
0.104213 0.305182
0.195537 1.26208
0.221682 0.509085
0.0246669 0.366104
0.0315398 0.376005
0.0436212 0.12637
0.0495091 0.157929
0.0180321 0.103781
0.0786289 0.438622
0.158029 1.22674
0.0555463 0.529833
0.0996447 1.38414
0.0491549 0.33896
0.103103 0.276318
0.0294992 0.205283
0.0484617 0.359893
0.0437334 0.173789
0.0442031 0.334892
0.0405359 0.090292
0.146582 1.44106
0.0503558 0.57655
0.00549686 0.0349449
0.0387954 0.032994
0.0326259 0.509146
0.019451 0.235659
0.0202253 0.423686
0.0640994 0.544984
0.0341008 0.24263
0.0484298 0.348801
0.0414616 0.327339
0.0504259 0.538695
0.0240032 0.302855
0.0345599 0.339888
0.0504067 0.0997728
0.0786395 0.984964
0.0882362 0.335513
0.0496234 0.197511
0.0151499 0.359687
0.016709 0.357291
0.150399 0.413939
0.0481752 0.15427
0.0128528 0.225658
0.0393246 0.343272
0.080622 0.291799
0.150722 0.705009
0.0558847 0.385958
0.0635569 0.527848
0.0444504 0.0312963
0.0632092 0.456607
0.0894081 0.347134
0.0923823 0.21947
0.0415102 0.308589
0.0525069 0.316929
0.0740252 0.482059
0.0240982 0.261161
0.119035 2.11915
0.0741162 1.7152
0.170339 0.782731
0.060401 0.0952151
0.129717 1.45113
0.0836735 0.698249
0.219012 0.642974
0.0390976 0.173829
0.111656 0.343844
0.08042 0.163623
0.0188592 0.253864
0.0290521 0.172469
0.0180508 0.31774
0.0282946 0.293074
0.102488 1.03216
0.0295921 0.164703
0.0521751 0.635807
0.165434 0.925554
0.106899 0.464287
0.066014 0.133018
0.0601591 0.213281
0.0305826 0.778483
0.0916712 0.924185
0.085057 0.286517
0.0147684 0.519895
0.0313616 0.339543
0.037766 0.533382
0.0208308 0.0583016
0.22132 0.633179
0.0684849 1.0923
0.138281 1.04692
0.0429736 0.123563
0.0269876 0.126529
0.0877492 0.0523755
0.0148053 0.215828
0.0868966 0.206492
0.174025 0.200335
0.0317565 0.574596
0.167872 0.806141
0.106145 0.72289
0.0602523 0.414073
0.0403207 0.640205
0.0420795 0.484722
0.131264 1.69491
0.022152 0.173491
0.126247 0.339503
0.0597389 1.29229
0.119803 0.429271
0.109008 0.818082
0.0783425 0.780967
0.0424394 0.175917
0.060617 1.11462
0.104972 0.4469
0.233904 0.934097
0.0922482 0.158459
0.0304117 1.392
0.0793697 0.84099
0.0468993 0.285881
0.072468 0.713398
0.0334564 0.41825
0.106931 1.18215
0.219278 1.73361
0.0980841 1.23184
0.0230156 0.758204
0.0903164 0.443272
0.135451 0.768211
0.0523883 0.382573
0.0298869 0.168875
0.0405013 0.522213
0.00836222 0.0400024
0.0198028 0.168023
0.00839092 0.0396258
0.0846559 0.638921
0.0201128 0.405967
0.147101 0.242319
0.0187113 0.158888
0.0573713 0.533972
0.150811 0.896029
0.142965 0.589598
0.0188983 0.205606
0.027704 0.212506
0.0480893 0.519266
0.0311922 0.236188
0.0634493 0.095652
0.0205193 0.0333961
0.155091 0.280234
0.0236665 0.215928
0.0849454 0.595372
0.0501562 0.179877
0.0519885 0.125286
0.086989 0.667174
0.0926022 1.19554
0.101567 0.197501
0.193363 0.494173
0.0514883 0.345191
0.0342727 0.195112
0.0113554 0.25492
0.120108 1.298
0.0135208 0.327598
0.0880634 0.0966396
0.00586975 0.0497833
0.0372185 0.444641
0.0180638 0.441767
0.0627011 0.440492
0.101987 0.250049
0.0575684 0.335187
0.029159 0.11759
0.0694879 0.492059
0.0122396 0.266082
0.0327674 0.509592
0.0953572 0.447606
0.0466545 0.5839
0.10476 0.815553
0.131097 0.856173
0.0137884 0.882438
0.0792034 0.0788753
0.0191835 0.724919
0.0216569 0.188861
0.0122157 0.319545
0.179205 1.16359
0.0261273 0.263713
0.022943 0.125207
0.0259541 0.31046
0.0646117 0.689116
0.170852 1.40106
0.0862817 0.284514
0.0428112 0.431606
0.118507 0.188478
0.159744 1.40222
0.0431733 0.460218
0.0342076 0.187047
0.296798 0.424961
0.0471413 0.1833
0.0485293 0.106055
0.102887 0.575074
0.0899316 0.729493
0.0129944 0.240032
0.0150164 0.184466
0.00395328 0.265572
0.0369179 0.5245
0.020435 0.100781
0.0952128 0.0457985
0.0172082 0.117593
0.110588 0.531631
0.107506 0.548081
0.0468447 0.360318
0.0438559 0.256611
0.0610854 0.239359
0.122895 0.660117
0.0526486 0.309979
0.0518126 0.631481
0.0684868 0.578979
0.0816924 0.912939
0.00810343 0.170944
0.0371788 0.489155
0.0721362 0.0544896
0.167035 1.05145
0.0240624 0.268358
0.0925345 0.306212
0.0418185 0.270953
0.0359742 0.696674
0.034294 0.161382
0.0335134 0.271864
0.124869 1.0505
0.192794 1.09852
0.059442 0.128461
0.0234513 0.383739
0.0442104 0.349544
0.0192016 0.128063
0.0322703 0.186953
0.11102 0.559783
0.121282 1.64082
0.0566538 0.438254
0.0328754 0.418659
0.0648647 0.257744
0.0820663 0.344001
0.124665 0.5263
0.0298731 0.258333
0.030464 1.72581
0.141949 1.24852
0.0816039 0.201305
0.0362692 0.156674
0.0487933 0.549492
0.137395 0.181559
0.147078 0.948756
0.0149806 0.0344237
0.0747023 1.13607
0.0187235 0.039971
0.154562 1.06391
0.027558 0.279657
0.0845795 0.327622
0.0208962 0.983967
0.0269583 0.599366
0.0169847 0.404503
0.0137932 0.0411729
0.049773 0.237468
0.0925958 0.723828
0.0843157 0.153015
0.125384 0.660483
0.0512452 0.506433
0.097772 0.957836
0.131762 1.05671
0.0615465 0.188564
0.0327171 0.216084
0.0365387 0.232217
0.0537508 0.520961
0.144889 0.73487
0.0681723 0.0697745
0.0238852 0.176103
0.0840522 0.434761
0.0508647 0.37877
0.0232929 0.181962
0.026677 0.236637
0.0408693 0.0499263
0.0122345 0.0509757
0.0808983 0.493731
0.126049 0.86016
0.116005 0.257169
0.0944567 0.573591
0.017342 0.185415
0.0262665 0.167638
0.0661905 0.490785
0.0434578 0.469947
0.0933184 0.504626
0.0588972 0.209386
0.0334269 0.610765
0.0768479 1.36224
0.0326256 0.0502722
0.271164 0.970363
0.0774032 0.430566
0.032783 0.611465
0.0534401 1.55982
0.0765411 1.10051
0.0366238 0.506971
0.157906 0.461469
0.027581 0.427289
0.0169301 0.239037
0.0261724 0.183396
0.0582835 0.733537
0.0631619 0.145777
0.139511 0.522238
0.0282281 0.444111
0.0203445 0.114103
0.0532898 0.254424
0.0577518 0.666465
0.192311 0.370553
0.15639 1.09837
0.102074 0.134188
0.0333797 0.439383
0.060216 0.941245
0.0250573 0.396072
0.0490193 0.333229
0.0869679 0.654847
0.0244877 0.232114
0.0552128 1.16563
0.096894 0.296914
0.019275 0.142372
0.0196877 0.19672
0.0244416 0.122579
0.0343289 0.0400017
0.0391089 0.474878
0.0496258 0.233075
0.104359 0.238286
0.0424551 0.495439
0.0456788 0.233346
0.159934 0.170335
0.129706 0.943213
0.0637996 0.245746
0.172699 0.726999
0.043806 0.596302
0.0384922 0.183184
0.0438071 0.0258795
0.107748 0.0736615
0.095765 0.59966
0.0190235 0.122772
0.0339266 0.0336476
0.0237708 0.0951728
0.0630985 0.286378
0.0879548 1.09044
0.114173 0.221046
0.0333145 0.582203
0.105857 0.16525
0.0353334 0.328426
0.0658151 0.734968
0.107322 0.882964
0.0711929 0.210729
0.0208033 0.0202414
0.0674286 1.12983
0.0637702 0.208146
0.0930603 1.10764
0.0617358 0.207788
0.0653376 0.262337
0.180325 0.71507
0.00357218 0.102005
0.0584592 0.190326
0.047879 0.67705
0.0709046 1.08469
0.0452794 0.828157
0.114784 0.307921
0.0526541 1.2082
0.0563304 0.305321
0.210105 1.10081
0.0498681 1.20505
0.0481239 0.243202
0.224878 1.22029
0.0529452 0.493343
0.0499476 0.0434462
0.0972241 0.336504
0.0383624 0.185402
0.0159757 0.33664
0.0506891 0.218465
0.0572743 1.57527
0.0893519 0.229668
0.0292848 0.211376
0.0195538 0.119881
0.128583 0.378808
0.0394914 0.168874
0.0184018 0.0437585
0.0137492 0.232789
0.0369591 1.21024
0.0483245 0.537326
0.103207 0.352464
0.177567 0.907337
0.039574 0.105931
0.0214523 0.436007
0.0345307 0.517831
0.0312176 0.454532
0.0684837 0.260865
0.0470619 0.207682
0.163433 0.862569
0.15678 0.316397
0.0826502 0.748291
0.0341713 0.232223
0.0739098 0.152358
0.0518627 0.374003
0.0512535 0.43712
0.111771 0.567036
0.0621401 0.479767
0.0446673 0.524358
0.100658 0.252406
0.0772998 0.363572
0.0452972 0.537578
0.108779 0.48805
0.0180362 0.339389
0.0160091 0.310987
0.0180684 0.510405
0.0721126 0.485979
0.0741256 0.160446
0.0535165 0.165229
0.0596698 0.375382
0.0182561 0.628841
0.0452894 0.216912
0.040932 0.0466347
0.116522 0.585025
0.0311841 0.0241268
0.0282733 0.171205
0.0438132 0.819567
0.0913295 0.179082
0.0760222 0.837955
0.0283328 0.350065
0.0327239 0.0430667
0.102393 0.755269
0.0227693 0.277165
0.0583511 0.538901
0.124451 0.613817
0.150656 0.74721
0.00673323 0.425152
0.0442209 0.52806
0.0339875 0.280703
0.0421989 0.614002
0.0786569 0.405972
0.0855103 0.744721
0.0648364 0.713973
0.0492401 0.394515
0.0998891 0.628965
0.102178 0.733087
0.0492311 0.30508
0.0758062 0.315497
0.113691 0.2816
0.0986346 0.347708
0.060741 0.982155
0.0431107 0.339629
0.117486 1.17363
0.23539 0.207283
0.0145512 0.259038
0.101646 0.137721
0.0684757 0.308497
0.0321328 0.719235
0.0160453 0.0994841
0.0498672 0.249842
0.109913 0.725667
0.0897227 0.510669
0.0983296 1.22096
0.0420964 0.0572115
0.0512518 0.034617
0.07596 0.190649
0.0612079 0.200797
0.0470961 0.386026
0.0601349 0.365363
0.114683 0.336921
0.0259879 0.0741585
0.0710207 0.347333
0.0521428 0.602089
0.0969364 0.718662
0.0501873 0.174
0.0946436 0.300819
0.0975767 1.09317
0.0290385 0.0937823
0.0466523 0.0860788
0.108506 0.456919
0.0124274 0.32508
0.0768165 0.291036
0.0702265 0.104394
0.117527 1.06583
0.0881439 1.01937
0.0900445 0.172164
0.0296686 0.0377225
0.02018 0.29505
0.0294208 0.698657
0.0746558 0.446571
0.128988 0.639974
0.0643675 1.11714
0.082948 0.518777
0.114494 0.314926
0.0877274 0.554871
0.113743 1.80753
0.126938 1.02075
0.044629 0.816432
0.135621 1.00059
0.00763673 0.189878
0.134097 0.27401
0.0872216 0.581025
0.0331723 0.0950433
0.00955162 0.878255
0.0341576 0.383944
0.0250863 0.166908
0.139532 0.407721
0.010222 0.252347
0.152526 0.876674
0.0491763 0.0399997
0.171799 0.484759
0.160761 0.146643
0.0362368 0.187227
0.0509919 0.407783
0.0176157 0.0356056
0.07001 0.251946
0.0737473 0.325805
0.0653027 0.140901
0.0733888 0.825722
0.0427895 0.255068
0.0861433 1.06281
0.0668175 0.524551
0.0137554 0.537059
0.0309084 0.610859
0.0969739 0.315822
0.0500274 0.633738
0.0228787 0.554038
0.0494822 0.248798
0.0487082 0.236584
0.038399 0.82003
0.0915894 0.552361
0.114926 1.31127
0.0523708 0.0954253
0.0431782 0.672344
0.05813 0.308687
0.0215935 0.288862
0.0576382 0.370871
0.023672 0.56585
0.15462 0.141509
0.0118367 0.140558
0.054658 0.502018
0.0188598 0.0400905
0.126654 0.205058
0.104321 1.02026
0.0462337 0.942769
0.10685 0.239602
0.023567 0.0888243
0.0305854 0.667891
0.0303854 0.310094
0.0976438 0.831155
0.0475587 0.568123
0.029594 0.136013
0.124704 0.395892
0.0458716 0.186202
0.136312 0.168074
0.12704 1.02388
0.0358214 0.355351
0.0322665 0.199412
0.0386821 0.263144
0.09479 0.681217
0.0396776 0.34724
0.0516278 0.838556
0.0450012 0.0288187
0.0752905 0.718574
0.136936 0.655547
0.0441136 0.768166
0.0753733 0.18144
0.0376193 0.676613
0.201996 0.558174
0.139586 0.156165
0.0677078 0.467638
0.165841 0.322346
0.0486701 0.529945
0.131555 0.184295
0.102737 0.814529
0.0526689 0.629038
0.0265846 0.0851986
0.0375953 0.149277
0.0177519 0.229932
0.0411306 0.777995
0.0390453 0.23181
0.0558016 0.224576
0.275664 1.11217
0.0708386 0.183445
0.0453452 0.9258
0.0445558 0.342782
0.0332677 0.098242
0.0515543 0.441208
0.0905221 0.831075
0.0193233 0.46296
0.0319232 0.0429666
0.0622671 0.87894
0.0357098 0.226933
0.015775 0.182476
0.0246997 0.0449933
0.0498016 0.0279405
0.00902118 0.129994
0.172057 0.731316
0.0696979 0.740032
0.152175 0.252902
0.0337768 0.143473
0.0224751 0.173599
0.0375449 0.396712
0.0498733 0.385181
0.0116675 0.0680362
0.0569902 0.332969
0.0195295 0.385468
0.0460203 0.0462139
0.0343623 0.411392
0.0227111 0.233214
0.0242233 0.0568861
0.0453662 0.426047
0.0706278 0.904266
0.0591309 0.281945
0.0973545 0.577231
0.0143373 0.147493
0.0323022 0.126923
0.0148813 0.405046
0.0708445 0.0498904
0.159374 0.990798
0.0386924 0.0966045
0.239463 1.27707
0.17751 1.25596
0.109896 0.284687
0.0404298 0.867033
0.0231852 0.400072
0.0370204 0.126757
0.0533386 0.351932
0.141088 1.22863
0.0258158 0.16288
0.00797945 0.0642906
0.201491 0.0883588
0.181057 1.6284
0.0946053 0.673162
0.0540081 0.34033
0.0421612 0.522422
0.0510382 0.0869229
0.0169002 0.0999888
0.0457724 0.725685
0.0056848 0.222224
0.061071 0.251756
0.0308831 0.526225
0.0394214 0.065615
0.0503144 0.294152
0.0373725 0.519662
0.046798 0.035344
0.0105362 0.499658
0.0157587 0.474985
0.0773254 0.374797
0.0135768 0.381096
0.0787832 0.435912
0.110967 0.649933
0.0350671 0.492327
0.0560412 0.597597
0.0290066 0.204641
0.00790163 0.020818
0.028283 0.192464
0.0315961 0.379873
0.0855317 0.300892
0.0270767 0.0464157
0.0653794 0.179952
0.0500906 0.479317
0.0586772 0.766504
0.244318 0.681368
0.0515376 0.309554
0.225538 0.954114
0.0768125 0.160775
0.0346667 0.198598
0.0751141 0.282134
0.0424784 0.0979106
0.0721814 0.559295
0.0536336 0.358523
0.0905118 1.37448
0.0568112 0.0143662
0.0480588 1.36162
0.061296 0.329298
0.031475 0.0275064
0.139693 0.504956
0.146471 0.598168
0.0523574 0.426363
0.0657073 0.256103
0.00679486 0.0410093
0.0179864 0.190272
0.086591 0.514402
0.0953085 0.226186
0.0274892 0.658245
0.0594989 0.30503
0.137385 0.632821
0.0400851 0.217344
0.00720087 0.179107
0.111446 0.251659
0.0775723 1.17517
0.0297468 0.810916
0.121639 0.387189
0.0265877 0.0340206
0.0379353 0.160295
0.0800281 0.351813
0.0193179 0.316453
0.070678 0.94341
0.0641114 0.183701
0.0308348 0.355049
0.0963181 0.627684
0.040173 0.466269
0.0480361 0.390252
0.0353712 0.131074
0.130584 3.03746
0.0246159 0.160668
0.0916584 0.346219
0.0529838 0.423252
0.037344 0.0890359
0.100755 0.869811
0.0585831 0.420937
0.0116029 0.0360318
0.062683 1.00043
0.0894288 0.378105
0.0310421 0.0430818
0.060463 0.370537
0.0708834 0.835668
0.0140618 0.203643
0.0271297 0.63574
0.184251 1.10572
0.0128838 0.282542
0.0351326 0.118176
0.13908 0.584537
0.0158059 0.135816
0.0492182 0.252641
0.0390586 0.0333624
0.0136925 0.29023
0.0589323 0.293884
0.0269499 0.132551
0.0348516 0.375038
0.0249512 0.293445
0.158013 0.572112
0.0883159 0.674144
0.0396352 0.308511
0.0230219 0.35012
0.087653 0.853075
0.0569802 0.394458
0.188952 0.480319
0.0970995 1.07181
0.136084 0.484646
0.0247614 0.11565
0.0263818 0.371545
0.0525841 0.425088
0.0583839 0.876759
0.110729 1.53548
0.0639876 1.0624
0.0486783 0.26919
0.1348 0.739632
0.119811 0.357056
0.0458162 0.0209215
0.0555548 0.543691
0.0352557 0.0977051
0.0178075 0.368467
0.027358 0.14587
0.049739 0.29783
0.032544 0.542557
0.0491858 0.657852
0.0696474 1.36073
0.0506149 0.568917
0.109043 0.356179
0.0729372 0.174494
0.0335383 0.518686
0.0780734 0.513357
0.0740848 0.0389441
0.0631343 0.427534
0.0555312 0.157387
0.0749708 0.60569
0.0302671 0.0443213
0.0382001 0.515961
0.0221076 0.119902
0.0307815 0.0992155
0.0281444 0.27242
0.0181436 0.0758786
0.0346895 0.0362918
0.0202776 0.314684
0.0317096 0.0272954
0.0155314 0.184844
0.020643 0.366956
0.0279823 0.026398
0.0209737 0.173516
0.0256711 0.0455982
0.0684986 0.127867
0.178691 0.199062
0.138791 0.720502
0.054461 0.316306
0.165136 1.16095
0.0887036 0.942183
0.0775855 0.778305
0.0883777 1.03515
0.0840748 0.20347
0.00752123 0.0378963
0.0679404 0.373678
0.0406966 0.837818
0.0780153 0.36713
0.0973286 0.776421
0.145712 1.23834
0.104198 0.865631
0.0705344 0.423553
0.0454527 0.97422
0.0497468 0.444354
0.0240774 0.198297
0.0981191 0.243696
0.0261245 0.326275
0.0084889 0.333785
0.0991033 0.413026
0.0359473 0.277676
0.237916 0.25824
0.0284547 0.074483
0.0169189 0.124371
0.0722693 0.240251
0.0158939 0.312209
0.049782 0.300468
0.067147 0.990364
0.182512 0.653906
0.230639 0.365203
0.143255 0.752456
0.100013 0.246453
0.0387749 0.371193
0.0239085 0.147132
0.024103 0.469492
0.0793886 0.30393
0.058057 0.924308
0.0434031 0.274937
0.038606 0.29135
0.0441645 0.24035
0.0337757 0.132056
0.112577 0.898216
0.0924255 0.175505
0.00934201 0.0143973
0.110607 0.990936
0.0656135 0.205823
0.0916579 0.428462
0.163746 0.289236
0.0636369 1.17064
0.0802793 0.279663
0.026616 0.0166278
0.0577418 0.267588
0.374988 0.234129
0.0686498 0.671896
0.102674 0.863675
0.0987909 0.736217
0.203085 1.16449
