x y z yaw
-12.550213 -124.233040 3.544866 -3.054353
-12.972176 -124.280594 3.556852 -3.055128
-13.386801 -124.319077 3.589016 -3.055845
-13.805472 -124.355118 3.599880 -3.058544
-14.227165 -124.392792 3.601183 -3.058910
-14.632204 -124.426529 3.608532 -3.060362
-15.030407 -124.453659 3.613157 -3.061311
-15.431813 -124.499481 3.614112 -3.062177
-15.845825 -124.521515 3.633460 -3.063456
-16.255989 -124.558281 3.647008 -3.063603
-16.659657 -124.603363 3.638800 -3.066335
-17.068882 -124.631638 3.662391 -3.067116
-17.468559 -124.655884 3.681036 -3.067969
-17.873232 -124.693520 3.687711 -3.068921
-18.317225 -124.729485 3.688582 -3.070188
-18.730188 -124.765755 3.699804 -3.071280
-19.131630 -124.792076 3.700761 -3.072647
-19.553125 -124.820969 3.700641 -3.074633
-19.961853 -124.861015 3.717893 -3.075358
-20.594624 -124.906403 3.724389 -3.075956
-21.054417 -124.929070 3.748487 -3.077937
-21.467659 -124.958321 3.769078 -3.077651
-21.926348 -124.994934 3.756295 -3.079930
-22.348619 -125.022263 3.809042 -3.082394
-22.745676 -125.052505 3.779697 -3.082237
-23.167091 -125.078346 3.792566 -3.082593
-23.562723 -125.100464 3.802148 -3.084453
-23.987326 -125.120514 3.800611 -3.084376
-24.391603 -125.141815 3.806380 -3.086130
-24.823936 -125.171814 3.832300 -3.087183
-25.241856 -125.192894 3.845886 -3.088325
-25.646872 -125.219536 3.853450 -3.089913
-26.058002 -125.232933 3.863487 -3.089618
-26.462212 -125.261581 3.893647 -3.090424
-26.853973 -125.280869 3.883794 -3.088067
-27.252785 -125.315018 3.905210 -3.087162
-27.654686 -125.330330 3.914968 -3.085776
-28.041986 -125.360283 3.931815 -3.085345
-28.437599 -125.390617 3.931756 -3.085633
-28.831778 -125.415421 3.940217 -3.085475
-29.204910 -125.434952 3.946562 -3.083056
-29.605263 -125.465805 3.970278 -3.082299
-30.050903 -125.487144 3.956584 -3.078673
-30.735161 -125.542336 3.975974 -3.076073
-31.156773 -125.565132 3.996430 -3.072961
-31.580509 -125.611115 4.004320 -3.070722
-32.015900 -125.636917 4.027827 -3.067731
-32.422794 -125.677368 4.021477 -3.065871
-32.818539 -125.711029 4.050275 -3.064138
-33.252522 -125.744026 4.050803 -3.065294
-33.654282 -125.777542 4.064107 -3.064695
-34.102211 -125.809830 4.086712 -3.066747
-34.516426 -125.837791 4.088728 -3.065997
-34.932152 -125.881454 4.100480 -3.069034
-35.352753 -125.912743 4.114112 -3.069358
-35.785233 -125.960152 4.109728 -3.069880
-36.208118 -125.980408 4.118709 -3.070825
